,Country Name,Control of Corruption: Estimate,Multilateral debt service (% of public and publicly guaranteed debt service),"Access to clean fuels and technologies for cooking, rural (% of rural population)","Access to clean fuels and technologies for cooking, urban (% of urban population)",Access to clean fuels and technologies for cooking (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Access to electricity (% of population),Compensation of employees (current LCU),Compensation of employees (% of expense),Adjusted savings: education expenditure (current US$),Adjusted net national income per capita (current US$),Terms of trade adjustment (constant LCU),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),Adequacy of social safety net programs (% of total welfare of beneficiary households),Adequacy of social insurance programs (% of total welfare of beneficiary households),Political Stability and Absence of Violence/Terrorism: Estimate,"Literacy rate, youth female (% of females ages 15-24)","Literacy rate, youth (ages 15-24), gender parity index (GPI)","Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth total (% of people ages 15-24)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Compulsory education, duration (years)","Children out of school, primary","Children out of school, primary, female","Children out of school, female (% of female primary school age)","Children out of school, primary, male","Children out of school, male (% of male primary school age)",Children out of school (% of primary school age),"Adolescents out of school, female (% of female lower secondary school age)","Adolescents out of school, male (% of male lower secondary school age)",Adolescents out of school (% of lower secondary school age),Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),People using at least basic drinking water services (% of population),People using safely managed drinking water services (% of population),"Community health workers (per 1,000 people)",Pregnant women receiving prenatal care (%),People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),Current health expenditure (% of GDP),Current health expenditure per capita (current US$),Proportion of people living below 50 percent of median income (%),Multidimensional poverty headcount ratio (UNDP) (% of population),Multidimensional poverty headcount ratio (World Bank) (% of population),"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Children in employment, study and work, female (% of female children in employment, ages 7-14)","Children in employment, study and work, male (% of male children in employment, ages 7-14)","Children in employment, study and work (% of children in employment, ages 7-14)","Children in employment, work only, female (% of female children in employment, ages 7-14)","Children in employment, work only, male (% of male children in employment, ages 7-14)","Children in employment, work only (% of children in employment, ages 7-14)","Children in employment, total (% of children ages 7-14)",Unemployment with advanced education (% of total labor force with advanced education),Unemployment with basic education (% of total labor force with basic education),Unemployment with intermediate education (% of total labor force with intermediate education),"Unemployment, total (% of total labor force) (national estimate)","Children in employment, wage workers, female (% of female children in employment, ages 7-14)","Children in employment, wage workers, male (% of male children in employment, ages 7-14)","Children in employment, wage workers (% of children in employment, ages 7-14)","Adolescent fertility rate (births per 1,000 women ages 15-19)",Wanted fertility rate (births per woman),Women who were first married by age 15 (% of women ages 20-24),Women who were first married by age 18 (% of women ages 20-24),Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)",Urban population (% of total population)
52,Cote d'Ivoire,152.16666666666666,62.083333333333336,197.29166666666666,180.58333333333334,176.875,206.08333333333334,199.125,203.125,22.041666666666668,53.0,86.375,170.20833333333334,24.041666666666668,61.041666666666664,,64.20833333333333,64.25,179.45833333333334,186.83333333333334,188.08333333333334,177.70833333333334,184.04166666666666,167.20833333333334,167.125,167.70833333333334,62.0,181.5,174.41666666666666,169.83333333333334,170.54166666666666,159.91666666666666,175.25,175.25,174.08333333333334,184.375,59.541666666666664,100.83333333333333,98.125,208.41666666666666,136.95833333333334,,119.29166666666667,232.83333333333334,191.375,171.70833333333334,175.79166666666666,90.875,83.0,131.33333333333334,173.375,184.375,185.79166666666666,212.58333333333334,197.33333333333334,201.33333333333334,18.708333333333332,24.791666666666668,21.0,79.29166666666667,73.20833333333333,77.0,82.54166666666667,182.83333333333334,76.04166666666667,150.125,89.20833333333333,28.5,29.166666666666668,28.666666666666668,243.75,57.0,108.16666666666667,106.95833333333333,63.958333333333336,235.25,16.833333333333332,239.70833333333334,167.66666666666666
53,Croatia,82.75,,1.0,1.0,1.0,1.0,25.958333333333332,11.666666666666666,117.5,146.125,70.58333333333333,56.25,83.29166666666667,22.708333333333332,17.625,43.208333333333336,26.833333333333332,69.20833333333333,35.041666666666664,81.08333333333333,33.791666666666664,31.958333333333332,41.666666666666664,24.291666666666668,35.625,185.25,49.291666666666664,46.875,45.083333333333336,35.0,35.875,53.5,,,27.416666666666668,,,93.375,75.0,69.5,,,71.5,23.5,75.25,55.25,82.83333333333333,,37.125,29.041666666666668,33.958333333333336,36.958333333333336,57.916666666666664,52.166666666666664,53.875,,,,,,,,131.25,162.04166666666666,157.20833333333334,188.58333333333334,,,,39.333333333333336,,,,,105.25,253.04166666666666,26.083333333333332,137.33333333333334
54,Cuba,78.08333333333333,,102.04166666666667,114.45833333333333,103.41666666666667,119.16666666666667,45.708333333333336,108.125,,,42.791666666666664,90.875,77.375,,,,,80.0,16.541666666666668,80.125,12.75,12.041666666666666,7.958333333333333,11.5,9.291666666666666,108.04166666666667,86.125,81.33333333333333,50.833333333333336,67.29166666666667,41.625,64.95833333333333,55.125,54.541666666666664,66.45833333333333,134.20833333333334,116.625,64.79166666666667,135.125,,,16.25,122.58333333333333,20.583333333333332,25.583333333333332,72.0,,15.0,,104.04166666666667,98.08333333333333,96.25,57.25,52.625,53.958333333333336,,,,,,,,5.875,32.666666666666664,11.916666666666666,29.208333333333332,,,,153.91666666666666,,77.29166666666667,96.33333333333333,,41.833333333333336,203.125,46.458333333333336,68.0
55,Curacao,,,,,,1.0,40.041666666666664,27.541666666666668,,,150.16666666666666,,90.75,,,,,,,,,,,,,27.5,8.666666666666666,,,,,26.208333333333332,,,28.583333333333332,149.25,98.625,208.625,57.833333333333336,,,,47.708333333333336,,,,,,,,,,,,,,,,,,,,171.29166666666666,197.95833333333334,182.79166666666666,190.125,,,,113.29166666666667,,,,,92.75,200.08333333333334,86.375,25.791666666666668
56,Cyprus,45.666666666666664,,1.0,1.0,1.0,1.0,1.0,1.0,119.08333333333333,49.791666666666664,85.41666666666667,34.5,108.375,,,,,76.16666666666667,24.458333333333332,72.20833333333333,22.0,21.958333333333332,43.541666666666664,32.416666666666664,38.708333333333336,69.70833333333333,26.375,23.083333333333332,27.666666666666668,21.0,27.25,38.5,31.583333333333332,40.208333333333336,33.708333333333336,125.75,30.0,91.70833333333333,43.291666666666664,26.291666666666668,,27.958333333333332,30.416666666666668,92.75,88.58333333333333,37.083333333333336,23.791666666666668,,56.083333333333336,146.20833333333334,74.25,89.25,49.958333333333336,56.666666666666664,51.666666666666664,,,,,,,,104.83333333333333,108.16666666666667,94.95833333333333,129.25,,,,19.208333333333332,,,,,27.458333333333332,194.75,43.583333333333336,96.29166666666667
57,Czechia,63.791666666666664,,1.0,1.0,1.0,1.0,8.708333333333334,1.0,43.583333333333336,176.95833333333334,44.666666666666664,46.875,93.0,,,,,42.25,,,,,,,,93.25,56.333333333333336,58.0,29.625,59.875,33.625,41.708333333333336,20.791666666666668,18.083333333333332,22.708333333333332,194.16666666666666,60.916666666666664,111.5,40.75,34.041666666666664,,,37.916666666666664,39.5,72.08333333333333,43.666666666666664,14.083333333333334,,2.6666666666666665,101.45833333333333,98.54166666666667,104.20833333333333,49.25,55.0,53.5,,,,,,,,42.458333333333336,187.375,48.375,92.66666666666667,,,,38.625,,,,,71.45833333333333,231.70833333333334,25.0,77.25
58,Denmark,1.625,,1.0,1.0,1.0,1.0,1.0,1.0,61.333333333333336,187.70833333333334,23.666666666666668,5.833333333333333,50.958333333333336,,,,,33.0,,,,,,,,78.83333333333333,51.375,42.583333333333336,16.625,45.625,20.5,31.208333333333332,20.833333333333332,26.416666666666668,32.708333333333336,160.16666666666666,70.29166666666667,26.166666666666668,16.083333333333332,29.25,,,28.916666666666668,110.66666666666667,27.916666666666668,7.958333333333333,12.875,,54.958333333333336,117.625,69.625,94.16666666666667,13.375,16.5,15.5,,,,,,,,65.25,113.66666666666667,42.791666666666664,98.79166666666667,,,,8.375,,,8.0,,128.5,243.66666666666666,56.791666666666664,33.5
59,Djibouti,138.20833333333334,89.79166666666667,213.66666666666666,216.25,205.75,203.33333333333334,236.75,205.0,,,157.41666666666666,165.29166666666666,87.79166666666667,37.708333333333336,,38.166666666666664,38.791666666666664,130.58333333333334,189.91666666666666,,,,,,,62.0,127.83333333333333,119.70833333333333,188.04166666666666,115.20833333333333,188.08333333333334,196.0,179.125,179.58333333333334,188.875,122.79166666666667,120.75,141.875,202.95833333333334,,,136.875,191.66666666666666,169.95833333333334,211.33333333333334,182.91666666666666,118.08333333333333,,117.83333333333333,96.66666666666667,149.25,132.66666666666666,164.91666666666666,147.45833333333334,153.125,,,,,,,,195.20833333333334,211.5,210.16666666666666,236.33333333333334,,,,89.41666666666667,,43.625,26.791666666666668,,172.375,69.08333333333333,184.16666666666666,64.16666666666667
60,Dominica,52.708333333333336,89.41666666666667,108.16666666666667,99.41666666666667,106.0,1.0,1.0,125.83333333333333,,,186.70833333333334,83.33333333333333,,38.708333333333336,,,55.791666666666664,38.125,,,,,,,,22.416666666666668,19.833333333333332,16.75,87.125,16.333333333333332,87.20833333333333,84.5,63.541666666666664,82.375,67.875,44.291666666666664,26.958333333333332,197.33333333333334,122.20833333333333,,,1.0,162.45833333333334,12.083333333333334,132.125,98.125,,,,,,,,,,,,,,,,,,,,189.875,,,,145.08333333333334,,,,,95.29166666666667,186.66666666666666,103.5,91.45833333333333
61,Dominican Republic,149.79166666666666,38.25,107.0,106.875,101.41666666666667,135.16666666666666,130.0,128.125,53.666666666666664,63.291666666666664,86.91666666666667,93.29166666666667,97.5,84.33333333333333,,73.58333333333333,61.541666666666664,106.20833333333333,89.625,27.458333333333332,97.125,92.375,85.625,100.83333333333333,94.125,36.541666666666664,134.91666666666666,126.66666666666667,112.20833333333333,124.45833333333333,110.20833333333333,123.20833333333333,84.58333333333333,79.79166666666667,90.125,10.291666666666666,188.20833333333334,160.66666666666666,124.625,125.20833333333333,,45.583333333333336,141.33333333333334,87.41666666666667,162.45833333333334,118.25,127.83333333333333,33.0,78.41666666666667,73.08333333333333,105.0,91.29166666666667,96.625,148.625,129.625,84.45833333333333,71.0,73.45833333333333,13.541666666666666,27.0,24.416666666666668,30.708333333333332,88.58333333333333,82.54166666666667,122.5,117.58333333333333,83.04166666666667,77.625,80.41666666666667,219.95833333333334,15.833333333333334,120.95833333333333,117.70833333333333,51.541666666666664,142.04166666666666,131.20833333333334,156.95833333333334,72.0
62,Early-demographic dividend,,,148.66666666666666,146.33333333333334,149.75,177.0,172.04166666666666,180.79166666666666,,70.83333333333333,,144.08333333333334,,,,,,,137.875,144.70833333333334,132.5,133.83333333333334,136.25,135.25,135.16666666666666,84.5,,,,,,,,,,,,,179.08333333333334,,29.625,175.83333333333334,189.83333333333334,199.33333333333334,153.04166666666666,152.875,,,,144.45833333333334,136.45833333333334,132.95833333333334,161.95833333333334,176.54166666666666,169.5,,,,,,,,159.08333333333334,91.75,141.79166666666666,107.375,,,,156.83333333333334,26.666666666666668,,,,149.5,114.91666666666667,163.125,183.91666666666666
63,East Asia & Pacific,,,132.5,140.20833333333334,135.66666666666666,138.375,134.375,143.54166666666666,,127.83333333333333,,81.08333333333333,,,,,,,85.08333333333333,89.83333333333333,72.125,75.54166666666667,81.83333333333333,68.16666666666667,73.91666666666667,108.04166666666667,,,,,,,,,,102.45833333333333,106.58333333333333,123.83333333333333,157.16666666666666,89.375,14.791666666666666,100.25,150.20833333333334,142.83333333333334,94.08333333333333,82.41666666666667,,,,79.08333333333333,85.70833333333333,86.29166666666667,136.875,141.58333333333334,139.95833333333334,,,,,,,,92.125,50.875,121.33333333333333,67.875,,,,79.08333333333333,,,,,45.125,184.04166666666666,80.58333333333333,147.20833333333334
64,East Asia & Pacific (IDA & IBRD countries),,,134.33333333333334,144.41666666666666,140.41666666666666,139.83333333333334,139.54166666666666,142.29166666666666,,103.41666666666667,,119.95833333333333,,,,,,,80.04166666666667,90.08333333333333,68.125,70.70833333333333,79.875,64.08333333333333,71.33333333333333,115.08333333333333,,,,,,,,,,64.375,100.33333333333333,159.33333333333334,166.125,,10.916666666666666,102.66666666666667,156.29166666666666,146.79166666666666,174.75,135.25,,,,71.79166666666667,83.45833333333333,82.54166666666667,143.45833333333334,149.75,146.625,,,,,,,,95.54166666666667,45.916666666666664,125.875,67.41666666666667,,,,86.45833333333333,,,,,39.458333333333336,170.875,86.5,163.5
65,East Asia & Pacific (excluding high income),,32.041666666666664,135.79166666666666,147.45833333333334,142.16666666666666,140.83333333333334,139.54166666666666,147.375,,103.41666666666667,,121.75,,,,,,,78.375,89.33333333333333,66.70833333333333,69.41666666666667,78.20833333333333,62.375,69.79166666666667,114.95833333333333,,,,,,,,,,65.41666666666667,100.33333333333333,159.33333333333334,165.08333333333334,,11.458333333333334,100.625,156.25,145.29166666666666,175.75,136.25,,,,75.16666666666667,85.20833333333333,85.04166666666667,144.91666666666666,151.79166666666666,148.04166666666666,,,,,,,,95.54166666666667,45.916666666666664,125.875,67.41666666666667,,,,84.58333333333333,,,,,39.625,171.75,86.375,162.0
66,Ecuador,144.5,60.125,95.875,81.75,93.20833333333333,117.04166666666667,96.83333333333333,115.16666666666667,100.16666666666667,101.04166666666667,71.25,118.33333333333333,78.29166666666667,61.875,,39.541666666666664,48.875,139.16666666666666,111.79166666666667,65.625,108.33333333333333,107.875,81.75,87.25,83.95833333333333,19.708333333333332,108.29166666666667,81.70833333333333,29.541666666666668,117.70833333333333,73.33333333333333,61.833333333333336,78.54166666666667,93.45833333333333,98.41666666666667,125.83333333333333,160.66666666666666,84.125,151.91666666666666,103.58333333333333,,141.75,141.5,134.375,97.875,110.58333333333333,145.66666666666666,30.0,82.625,68.75,89.0,83.45833333333333,145.75,127.83333333333333,136.125,54.625,47.333333333333336,52.916666666666664,43.375,50.666666666666664,44.625,27.458333333333332,91.5,34.208333333333336,77.125,63.708333333333336,44.875,59.083333333333336,54.0,204.45833333333334,,72.79166666666667,75.54166666666667,,142.25,138.04166666666666,156.75,110.58333333333333
67,"Egypt, Arab Rep.",138.125,49.541666666666664,70.33333333333333,74.41666666666667,72.875,66.5,68.83333333333333,67.625,64.04166666666667,99.41666666666667,39.208333333333336,148.45833333333334,145.91666666666666,64.95833333333333,,86.25,30.791666666666668,165.66666666666666,139.875,145.75,134.04166666666666,135.75,148.0,145.83333333333334,147.70833333333334,71.0,174.5,163.16666666666666,108.58333333333333,166.91666666666666,109.95833333333333,120.125,118.375,115.70833333333333,126.625,,,,78.16666666666667,,,154.75,83.25,159.79166666666666,154.75,157.375,5.75,45.0,69.625,48.291666666666664,15.958333333333334,12.375,117.70833333333333,101.91666666666667,108.16666666666667,5.541666666666667,10.416666666666666,26.416666666666668,92.45833333333333,87.58333333333333,71.45833333333333,14.791666666666666,199.375,67.33333333333333,164.125,176.375,77.25,79.5,78.375,162.41666666666666,30.083333333333332,57.0,59.583333333333336,21.833333333333332,174.29166666666666,95.70833333333333,178.08333333333334,183.16666666666666
68,El Salvador,127.125,89.20833333333333,117.75,113.125,112.33333333333333,138.83333333333334,147.04166666666666,140.625,126.54166666666667,32.125,107.25,129.83333333333334,111.41666666666667,40.833333333333336,,64.95833333333333,51.166666666666664,111.125,104.125,37.5,103.91666666666667,102.33333333333333,106.33333333333333,108.83333333333333,106.83333333333333,50.625,124.83333333333333,112.25,103.08333333333333,116.0,112.5,121.29166666666667,113.33333333333333,106.20833333333333,119.875,43.791666666666664,127.33333333333333,194.33333333333334,143.08333333333334,,,99.20833333333333,137.70833333333334,77.29166666666667,44.208333333333336,112.5,126.91666666666667,53.0,93.20833333333333,27.916666666666668,65.75,52.416666666666664,130.95833333333334,107.20833333333333,122.08333333333333,63.083333333333336,46.5,51.833333333333336,34.916666666666664,51.5,46.166666666666664,34.125,99.58333333333333,55.208333333333336,77.04166666666667,89.5,61.0,62.875,63.583333333333336,191.54166666666666,,74.79166666666667,67.0,,152.41666666666666,159.16666666666666,160.58333333333334,97.70833333333333
69,Equatorial Guinea,195.25,,187.95833333333334,193.45833333333334,179.875,229.41666666666666,190.16666666666666,198.625,59.083333333333336,147.5,169.875,152.16666666666666,40.875,,,,,112.58333333333333,98.125,67.75,91.04166666666667,92.91666666666667,99.66666666666667,68.66666666666667,86.58333333333333,226.25,134.5,123.54166666666667,185.20833333333334,122.5,187.0,193.79166666666666,,,180.04166666666666,,,,229.04166666666666,,22.291666666666668,120.75,184.125,191.33333333333334,231.375,138.125,,,,8.875,4.208333333333333,6.333333333333333,214.79166666666666,219.75,218.95833333333334,,,,,,,,,,,,,,,261.5833333333333,,107.54166666666667,97.33333333333333,,204.0,46.916666666666664,205.95833333333334,103.45833333333333
70,Eritrea,142.66666666666666,72.41666666666667,213.375,205.54166666666666,203.41666666666666,219.0,219.04166666666666,221.375,,,181.625,218.33333333333334,86.04166666666667,,,,,160.79166666666666,145.25,160.125,133.45833333333334,140.29166666666666,162.33333333333334,155.04166666666666,159.75,185.25,151.66666666666666,142.95833333333334,179.20833333333334,139.75,177.25,186.0,164.79166666666666,153.625,168.75,167.54166666666666,168.66666666666666,42.583333333333336,247.83333333333334,,,144.625,258.5416666666667,242.0,139.5,226.91666666666666,,,,154.125,161.04166666666666,166.45833333333334,191.95833333333334,175.625,184.58333333333334,,,,,,,,,,,,,,,196.16666666666666,55.666666666666664,126.75,125.91666666666667,31.583333333333332,229.33333333333334,81.29166666666667,227.75,210.0
71,Estonia,34.041666666666664,,1.0,1.0,1.0,1.0,8.708333333333334,1.0,133.16666666666666,157.41666666666666,93.08333333333333,49.458333333333336,89.41666666666667,,,,,61.583333333333336,17.791666666666668,72.83333333333333,17.416666666666668,16.291666666666668,5.125,7.75,5.75,108.04166666666667,44.916666666666664,40.75,61.666666666666664,39.75,57.416666666666664,61.375,31.208333333333332,33.041666666666664,50.25,154.875,99.125,65.95833333333333,52.333333333333336,44.25,64.04166666666667,,37.041666666666664,49.375,105.04166666666667,53.541666666666664,53.375,,28.458333333333332,121.95833333333333,89.83333333333333,109.45833333333333,11.5,16.375,13.208333333333334,,,,,,,,82.29166666666667,173.125,113.91666666666667,146.08333333333334,,,,59.791666666666664,,,,,106.125,247.54166666666666,38.875,90.66666666666667
72,Eswatini,103.25,97.625,152.83333333333334,143.625,159.79166666666666,200.70833333333334,220.25,211.16666666666666,111.875,13.416666666666666,136.5,136.625,103.41666666666667,82.95833333333333,,37.541666666666664,46.708333333333336,125.33333333333333,86.375,10.875,126.5,117.08333333333333,109.91666666666667,126.0,115.25,207.5,106.75,98.54166666666667,146.41666666666666,91.54166666666667,138.5,154.83333333333334,102.83333333333333,39.0,64.625,54.166666666666664,96.20833333333333,121.875,221.25,,1.0,76.25,190.91666666666666,166.95833333333334,79.70833333333333,123.70833333333333,130.08333333333334,64.0,126.66666666666667,124.16666666666667,172.375,165.41666666666666,114.33333333333333,74.75,96.83333333333333,71.54166666666667,75.625,76.125,26.458333333333332,22.375,21.875,43.125,172.54166666666666,204.91666666666666,212.16666666666666,237.0,64.95833333333333,67.45833333333333,67.83333333333333,210.375,17.208333333333332,37.5,30.625,54.041666666666664,200.5,36.416666666666664,203.70833333333334,245.70833333333334
73,Ethiopia,138.125,52.125,220.79166666666666,211.41666666666666,218.16666666666666,231.66666666666666,202.75,239.29166666666666,98.58333333333333,171.875,88.29166666666667,222.45833333333334,58.375,95.5,,48.125,81.45833333333333,186.79166666666666,189.79166666666666,178.33333333333334,192.41666666666666,191.375,189.0,190.95833333333334,190.04166666666666,185.25,192.66666666666666,184.41666666666666,170.66666666666666,184.625,169.08333333333334,178.95833333333334,171.33333333333334,171.75,180.0,133.54166666666666,174.91666666666666,2.4166666666666665,261.25,161.45833333333334,37.916666666666664,199.125,263.0,247.125,179.41666666666666,235.25,43.083333333333336,106.0,154.25,225.0,221.66666666666666,224.125,217.875,229.29166666666666,226.41666666666666,30.125,26.458333333333332,18.166666666666668,67.875,71.54166666666667,79.83333333333333,78.0,133.125,52.583333333333336,152.95833333333334,31.0,31.25,23.375,21.291666666666668,223.625,51.208333333333336,129.04166666666666,127.91666666666667,34.25,240.875,36.458333333333336,242.41666666666666,255.08333333333334
74,Euro area,,,1.0,1.0,1.0,23.416666666666668,35.375,34.083333333333336,,149.91666666666666,,26.041666666666668,,,,,,,,,,,,,,58.875,,,,,,,,,,162.20833333333334,44.25,72.29166666666667,43.958333333333336,30.708333333333332,,,44.041666666666664,86.33333333333333,24.458333333333332,24.083333333333332,,,,38.625,31.833333333333332,39.041666666666664,49.125,47.625,48.0,,,,,,,,121.58333333333333,179.16666666666666,141.79166666666666,164.25,,,,27.75,,,,,115.95833333333333,255.33333333333334,32.958333333333336,71.75
75,Europe & Central Asia,,,83.625,76.70833333333333,78.625,103.41666666666667,118.54166666666667,101.25,,155.70833333333334,,39.666666666666664,,,,,,,47.25,100.16666666666667,38.666666666666664,39.291666666666664,44.375,41.333333333333336,43.333333333333336,74.66666666666667,,,,,,,,,,167.25,50.75,78.70833333333333,93.875,60.333333333333336,,,81.20833333333333,109.66666666666667,37.416666666666664,33.958333333333336,,,,81.875,81.25,86.70833333333333,63.791666666666664,59.208333333333336,60.416666666666664,,,,,,,,127.79166666666667,172.45833333333334,138.29166666666666,147.33333333333334,,,,71.83333333333333,,,,,87.70833333333333,223.29166666666666,59.375,84.04166666666667
76,Europe & Central Asia (IDA & IBRD countries),,,91.95833333333333,89.45833333333333,90.625,109.20833333333333,135.625,111.79166666666667,,143.25,,85.66666666666667,,,,,,,47.208333333333336,104.41666666666667,32.208333333333336,36.875,36.916666666666664,23.416666666666668,31.875,84.5,,,,,,,,,,,,125.45833333333333,121.25,81.54166666666667,,,107.75,114.20833333333333,121.04166666666667,95.125,,,,107.91666666666667,116.5,121.625,73.5,67.875,68.70833333333333,,,,,,,,138.29166666666666,162.83333333333334,143.04166666666666,145.16666666666666,,,,92.54166666666667,,,,,64.5,197.29166666666666,77.75,103.41666666666667
77,Europe & Central Asia (excluding high income),,17.666666666666668,102.375,98.16666666666667,101.375,104.58333333333333,116.95833333333333,103.08333333333333,,145.66666666666666,,106.625,,,,,,,47.708333333333336,107.04166666666667,29.541666666666668,37.041666666666664,39.208333333333336,24.416666666666668,34.041666666666664,93.125,,,,,,,,,,,,151.83333333333334,131.5,88.5,,110.16666666666667,84.08333333333333,123.95833333333333,137.16666666666666,117.16666666666667,,,,58.166666666666664,56.583333333333336,57.666666666666664,99.875,107.5,104.66666666666667,,,,,,,,165.45833333333334,153.79166666666666,168.66666666666666,164.20833333333334,,,,98.41666666666667,,,,,88.08333333333333,181.66666666666666,107.95833333333333,115.66666666666667
78,European Union,,,1.0,1.0,1.0,100.41666666666667,90.625,83.625,,153.95833333333334,,30.416666666666668,,,,,,,,,,,,,,67.375,,,,,,,,,,167.70833333333334,50.583333333333336,70.5,53.458333333333336,39.708333333333336,,,60.833333333333336,87.375,29.125,27.0,,,,48.916666666666664,43.708333333333336,50.791666666666664,54.583333333333336,52.291666666666664,52.75,,,,,,,,115.45833333333333,180.625,141.91666666666666,159.08333333333334,,,,39.166666666666664,,,,,104.66666666666667,250.625,33.0,78.54166666666667
79,Faroe Islands,,,,,,1.0,13.583333333333334,1.0,,,,,,,,,,,,,,,,,,108.04166666666667,,,,,,,,,,,,,1.0,,,,107.66666666666667,,,,,,,,,,,,,,,,,,,,,,,58.083333333333336,,,,36.625,,,,,162.08333333333334,233.16666666666666,102.875,190.625
80,Fiji,70.54166666666667,67.08333333333333,160.29166666666666,171.83333333333334,163.33333333333334,162.08333333333334,177.33333333333334,164.33333333333334,136.70833333333334,61.708333333333336,148.08333333333334,116.125,,71.66666666666667,,45.708333333333336,48.791666666666664,85.125,64.04166666666667,8.791666666666666,103.29166666666667,93.20833333333333,,,,,73.54166666666667,67.91666666666667,107.95833333333333,62.5,96.08333333333333,112.25,77.5,82.04166666666667,84.79166666666667,77.20833333333333,156.20833333333334,115.0,120.79166666666667,128.79166666666666,,8.375,107.58333333333333,63.583333333333336,203.45833333333334,144.75,55.75,24.0,31.25,161.41666666666666,212.95833333333334,200.16666666666666,113.29166666666667,114.95833333333333,114.75,,,,,,,,106.33333333333333,37.0,59.291666666666664,105.125,,,,118.0,,17.0,17.083333333333332,,129.16666666666666,79.33333333333333,157.83333333333334,146.91666666666666
81,Finland,2.5416666666666665,,1.0,1.0,1.0,1.0,1.0,1.0,107.33333333333333,186.66666666666666,30.125,14.625,95.875,,,,,15.5,,,,,,,,87.58333333333333,69.04166666666667,57.416666666666664,38.5,56.833333333333336,38.083333333333336,59.041666666666664,18.833333333333332,18.0,27.875,182.0,55.0,28.416666666666668,6.0,27.291666666666668,,18.916666666666668,32.083333333333336,45.25,40.916666666666664,20.041666666666668,15.041666666666666,,38.208333333333336,88.95833333333333,57.25,76.45833333333333,31.583333333333332,38.375,33.25,,,,,,,,76.08333333333333,179.0,115.91666666666667,155.70833333333334,,,,18.583333333333332,,,3.0,,132.04166666666666,252.83333333333334,48.083333333333336,41.291666666666664
82,Fragile and conflict affected situations,,,167.79166666666666,179.20833333333334,176.125,210.125,212.66666666666666,213.875,,57.75,,165.70833333333334,,,,,,,174.16666666666666,173.45833333333334,170.95833333333334,172.25,156.79166666666666,160.66666666666666,158.45833333333334,116.33333333333333,,,,,,,,,,,,96.29166666666667,229.125,140.41666666666666,,186.70833333333334,210.16666666666666,220.95833333333334,169.04166666666666,183.125,,,139.25,185.16666666666666,167.125,175.33333333333334,180.625,191.33333333333334,185.875,,,,,,,,,,,,,,,226.25,,,,,221.66666666666666,96.79166666666667,214.83333333333334,189.375
83,France,25.208333333333332,,1.0,1.0,1.0,1.0,1.0,1.0,50.208333333333336,112.95833333333333,5.0,21.041666666666668,55.958333333333336,,,,,80.83333333333333,,,,,,,,50.958333333333336,90.83333333333333,82.45833333333333,29.833333333333332,105.70833333333333,36.416666666666664,34.083333333333336,26.5,28.833333333333332,36.541666666666664,,,,10.875,24.333333333333332,65.04166666666667,18.916666666666668,49.75,98.66666666666667,14.25,16.875,52.0,,36.041666666666664,67.08333333333333,41.375,56.041666666666664,25.833333333333332,25.833333333333332,23.208333333333332,,,,,,,,106.125,168.625,113.08333333333333,162.70833333333334,,,,32.666666666666664,,,,,150.625,254.08333333333334,70.66666666666667,58.0
84,French Polynesia,,,,,,1.0,1.0,1.0,,,185.91666666666666,43.375,,,,,,,,,,,,,,,,,,,,,,,,,,,5.666666666666667,62.375,,,66.16666666666667,79.75,,,,,,149.95833333333334,136.875,142.91666666666666,62.0,63.041666666666664,61.958333333333336,,,,,,,,,,,197.25,,,,127.20833333333333,,,,,68.33333333333333,135.125,113.20833333333333,121.875
