,Country Name,Control of Corruption: Estimate,Multilateral debt service (% of public and publicly guaranteed debt service),"Access to clean fuels and technologies for cooking, rural (% of rural population)","Access to clean fuels and technologies for cooking, urban (% of urban population)",Access to clean fuels and technologies for cooking (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Access to electricity (% of population),Compensation of employees (current LCU),Compensation of employees (% of expense),Adjusted savings: education expenditure (current US$),Adjusted net national income per capita (current US$),Terms of trade adjustment (constant LCU),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),Adequacy of social safety net programs (% of total welfare of beneficiary households),Adequacy of social insurance programs (% of total welfare of beneficiary households),Political Stability and Absence of Violence/Terrorism: Estimate,"Literacy rate, youth female (% of females ages 15-24)","Literacy rate, youth (ages 15-24), gender parity index (GPI)","Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth total (% of people ages 15-24)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Compulsory education, duration (years)","Children out of school, primary","Children out of school, primary, female","Children out of school, female (% of female primary school age)","Children out of school, primary, male","Children out of school, male (% of male primary school age)",Children out of school (% of primary school age),"Adolescents out of school, female (% of female lower secondary school age)","Adolescents out of school, male (% of male lower secondary school age)",Adolescents out of school (% of lower secondary school age),Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),People using at least basic drinking water services (% of population),People using safely managed drinking water services (% of population),"Community health workers (per 1,000 people)",Pregnant women receiving prenatal care (%),People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),Current health expenditure (% of GDP),Current health expenditure per capita (current US$),Proportion of people living below 50 percent of median income (%),Multidimensional poverty headcount ratio (UNDP) (% of population),Multidimensional poverty headcount ratio (World Bank) (% of population),"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Children in employment, study and work, female (% of female children in employment, ages 7-14)","Children in employment, study and work, male (% of male children in employment, ages 7-14)","Children in employment, study and work (% of children in employment, ages 7-14)","Children in employment, work only, female (% of female children in employment, ages 7-14)","Children in employment, work only, male (% of male children in employment, ages 7-14)","Children in employment, work only (% of children in employment, ages 7-14)","Children in employment, total (% of children ages 7-14)",Unemployment with advanced education (% of total labor force with advanced education),Unemployment with basic education (% of total labor force with basic education),Unemployment with intermediate education (% of total labor force with intermediate education),"Unemployment, total (% of total labor force) (national estimate)","Children in employment, wage workers, female (% of female children in employment, ages 7-14)","Children in employment, wage workers, male (% of male children in employment, ages 7-14)","Children in employment, wage workers (% of children in employment, ages 7-14)","Adolescent fertility rate (births per 1,000 women ages 15-19)",Wanted fertility rate (births per woman),Women who were first married by age 15 (% of women ages 20-24),Women who were first married by age 18 (% of women ages 20-24),Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)",Urban population (% of total population)
171,Nauru,92.25,,1.0,1.0,1.0,1.0,116.16666666666667,81.20833333333333,154.75,134.5,,,,,,,,32.5,,,,,,,,24.208333333333332,18.708333333333332,11.5,144.16666666666666,14.291666666666666,152.66666666666666,141.625,108.66666666666667,121.20833333333333,124.91666666666667,2.2083333333333335,,,96.29166666666667,,5.708333333333333,90.16666666666667,179.125,112.125,15.875,65.20833333333333,47.458333333333336,,57.166666666666664,,,,,,,,,,,,,,21.125,150.625,149.91666666666666,207.20833333333334,,,,202.04166666666666,,49.125,90.29166666666667,,184.25,4.416666666666667,193.29166666666666,1.0
172,Nepal,145.91666666666666,120.25,170.70833333333334,171.33333333333334,179.54166666666666,182.95833333333334,189.66666666666666,196.45833333333334,62.791666666666664,128.125,114.0,207.75,100.41666666666667,106.0,,96.625,83.95833333333333,170.41666666666666,155.83333333333334,159.91666666666666,134.75,150.41666666666666,178.08333333333334,169.875,176.125,108.04166666666667,148.33333333333334,169.83333333333334,166.83333333333334,161.95833333333334,152.16666666666666,112.625,71.20833333333333,93.08333333333333,92.79166666666667,16.958333333333332,134.29166666666666,179.45833333333334,181.58333333333334,142.16666666666666,12.666666666666666,178.625,204.875,229.54166666666666,172.58333333333334,220.375,31.333333333333332,63.0,110.70833333333333,221.04166666666666,201.04166666666666,203.95833333333334,226.16666666666666,212.04166666666666,213.25,55.333333333333336,68.25,65.41666666666667,42.666666666666664,29.75,32.583333333333336,84.0,106.41666666666667,47.958333333333336,59.833333333333336,66.91666666666667,14.208333333333334,17.75,15.291666666666666,207.95833333333334,12.625,110.75,128.16666666666666,42.541666666666664,182.58333333333334,114.20833333333333,186.91666666666666,256.875
173,Netherlands,9.041666666666666,,1.0,1.0,1.0,1.0,1.0,1.0,87.20833333333333,190.45833333333334,15.625,11.166666666666666,109.08333333333333,,,,,36.333333333333336,,,,,,,,11.5,54.416666666666664,34.0,5.166666666666667,48.333333333333336,8.791666666666666,15.041666666666666,15.625,21.125,15.25,176.66666666666666,43.083333333333336,22.333333333333332,12.541666666666666,9.25,,,60.958333333333336,1.0,26.666666666666668,11.541666666666666,26.875,,40.833333333333336,86.29166666666667,73.16666666666667,82.95833333333333,48.875,40.833333333333336,43.458333333333336,,,,,,,,36.25,96.66666666666667,37.166666666666664,75.66666666666667,,,,9.458333333333334,,,,,99.29166666666667,233.91666666666666,49.666666666666664,32.291666666666664
174,New Caledonia,,,,,,1.0,1.0,1.0,,,191.83333333333334,59.166666666666664,,,,,,,58.291666666666664,56.208333333333336,54.916666666666664,51.875,46.875,52.958333333333336,47.916666666666664,244.0,,,,,,,,,,,,,90.08333333333333,52.291666666666664,,,1.0,,,,,,,209.91666666666666,203.66666666666666,209.91666666666666,38.583333333333336,40.541666666666664,38.625,,,,,,,,48.708333333333336,193.625,164.875,210.04166666666666,,,,83.625,,,,,94.79166666666667,169.125,116.83333333333333,95.29166666666667
175,New Zealand,2.75,,1.0,1.0,1.0,1.0,1.0,1.0,94.0,150.33333333333334,35.958333333333336,28.458333333333332,85.20833333333333,,,,,9.375,,,,,,,,62.0,60.0,46.916666666666664,22.125,50.166666666666664,25.166666666666668,45.083333333333336,38.291666666666664,41.666666666666664,52.833333333333336,165.29166666666666,69.58333333333333,49.791666666666664,11.791666666666666,49.875,,,6.416666666666667,116.95833333333333,39.541666666666664,26.541666666666668,,,,75.0,60.916666666666664,73.33333333333333,64.04166666666667,74.25,65.70833333333333,,,,,,,,43.375,104.29166666666667,49.958333333333336,83.91666666666667,,,,79.08333333333333,,,,,108.83333333333333,213.04166666666666,86.45833333333333,35.958333333333336
176,Nicaragua,159.5,104.5,175.04166666666666,155.54166666666666,153.04166666666666,191.04166666666666,122.41666666666667,185.75,94.125,66.70833333333333,127.25,163.58333333333334,130.16666666666666,79.625,,76.79166666666667,87.54166666666667,131.75,120.41666666666667,6.708333333333333,138.0,125.33333333333333,118.375,143.45833333333334,126.66666666666667,210.33333333333334,129.33333333333334,120.54166666666667,116.08333333333333,117.20833333333333,114.54166666666667,128.75,133.125,137.16666666666666,143.83333333333334,73.125,196.91666666666666,39.75,194.04166666666666,114.875,,107.58333333333333,177.20833333333334,151.625,68.79166666666667,156.375,129.29166666666666,60.0,100.45833333333333,51.208333333333336,40.541666666666664,38.916666666666664,135.5,129.95833333333334,133.375,51.75,42.0,46.166666666666664,46.25,56.0,51.833333333333336,66.0,126.66666666666667,68.20833333333333,88.5,97.5,57.958333333333336,55.083333333333336,56.0,222.5,24.125,120.08333333333333,120.16666666666667,59.333333333333336,166.54166666666666,78.95833333333333,178.5,129.95833333333334
177,Niger,149.16666666666666,114.95833333333333,224.20833333333334,215.33333333333334,222.625,244.41666666666666,248.0,254.29166666666666,,,136.33333333333334,217.20833333333334,114.5,75.04166666666667,,104.75,78.33333333333333,161.16666666666666,202.79166666666666,199.70833333333334,201.45833333333334,201.58333333333334,198.20833333333334,198.125,198.375,,186.58333333333334,179.08333333333334,186.0,176.79166666666666,184.125,192.83333333333334,183.875,183.91666666666666,192.875,16.291666666666668,177.29166666666666,142.25,256.375,,,177.875,258.75,245.125,137.0,229.33333333333334,35.708333333333336,110.0,154.5,211.875,216.70833333333334,217.66666666666666,226.625,233.20833333333334,231.29166666666666,10.875,12.416666666666666,11.25,87.125,85.58333333333333,86.75,90.29166666666667,69.41666666666667,19.5,49.583333333333336,27.5,61.75,58.958333333333336,59.541666666666664,264.9166666666667,81.0,136.33333333333334,140.0,74.70833333333333,262.875,21.208333333333332,263.1666666666667,258.3333333333333
178,Nigeria,182.29166666666666,66.08333333333333,206.54166666666666,214.33333333333334,212.79166666666666,215.0,207.45833333333334,210.70833333333334,,,66.08333333333333,162.91666666666666,,103.5,19.666666666666668,99.125,56.625,193.875,174.33333333333334,181.29166666666666,164.41666666666666,171.625,174.08333333333334,173.20833333333334,172.79166666666666,108.04166666666667,194.875,187.0,177.95833333333334,186.375,173.125,183.5,,,,,,,224.08333333333334,148.33333333333334,51.291666666666664,190.375,217.29166666666666,235.33333333333334,199.75,179.83333333333334,102.54166666666667,73.0,122.83333333333333,200.70833333333334,208.625,210.70833333333334,204.83333333333334,218.79166666666666,215.625,33.375,40.958333333333336,39.666666666666664,64.625,57.041666666666664,57.916666666666664,78.625,185.45833333333334,89.66666666666667,161.08333333333334,86.58333333333333,42.291666666666664,45.208333333333336,43.375,243.20833333333334,74.70833333333333,127.70833333333333,121.54166666666667,57.291666666666664,240.25,54.291666666666664,240.33333333333334,178.45833333333334
179,North America,,,1.0,1.0,1.0,1.0,1.0,1.0,,181.625,,8.0,,,,,,,41.416666666666664,99.875,35.416666666666664,35.708333333333336,29.625,38.416666666666664,31.458333333333332,42.916666666666664,,,,,,,,,,125.875,121.29166666666667,19.25,56.0,41.583333333333336,,,26.791666666666668,71.79166666666667,4.0,3.0416666666666665,,,,155.04166666666666,130.70833333333334,147.08333333333334,11.291666666666666,13.125,12.583333333333334,,,,,,,,56.458333333333336,127.5,90.0,106.58333333333333,,,,92.83333333333333,,,,,91.25,215.5,71.91666666666667,48.666666666666664
180,North Macedonia,115.08333333333333,78.33333333333333,128.125,134.54166666666666,128.58333333333334,61.791666666666664,87.91666666666667,67.79166666666667,80.41666666666667,107.16666666666667,131.08333333333334,110.66666666666667,101.08333333333333,,,,,133.25,81.45833333333333,112.33333333333333,61.833333333333336,72.70833333333333,57.25,44.041666666666664,51.958333333333336,44.625,78.45833333333333,68.95833333333333,106.375,71.08333333333333,114.5,120.70833333333333,72.91666666666667,62.291666666666664,80.0,,,156.70833333333334,95.625,77.125,,71.45833333333333,89.08333333333333,43.958333333333336,72.75,105.75,142.16666666666666,6.0,87.16666666666667,37.75,46.875,41.458333333333336,75.08333333333333,76.79166666666667,75.04166666666667,82.45833333333333,91.41666666666667,87.25,15.541666666666666,6.583333333333333,10.75,48.416666666666664,198.5,209.70833333333334,207.83333333333334,235.0,67.5,41.5,52.333333333333336,72.0,,22.458333333333332,31.708333333333332,,38.791666666666664,196.29166666666666,53.0,128.875
181,Northern Mariana Islands,,,,,,1.0,16.75,15.083333333333334,,,,,105.66666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,45.458333333333336,67.04166666666667,,,157.5,54.333333333333336,,,,,,,,,,,,,,,,,,,,,,158.625,,,,135.20833333333334,,,,,62.833333333333336,63.666666666666664,123.70833333333333,22.916666666666668
182,Norway,6.583333333333333,,1.0,1.0,1.0,1.0,1.0,1.0,47.5,171.83333333333334,22.083333333333332,2.4166666666666665,97.45833333333333,,,,,16.625,,,,,,,,62.0,53.208333333333336,40.916666666666664,15.208333333333334,44.791666666666664,18.833333333333332,31.166666666666668,8.833333333333334,11.916666666666666,14.75,164.79166666666666,116.04166666666667,31.083333333333332,12.625,19.625,,,56.083333333333336,74.875,40.375,3.7083333333333335,20.5,,55.333333333333336,174.66666666666666,174.33333333333334,179.79166666666666,9.25,11.375,10.166666666666666,,,,,,,,21.958333333333332,105.54166666666667,19.875,54.083333333333336,,,,14.208333333333334,,1.0,1.0,,114.0,231.875,64.41666666666667,51.083333333333336
183,Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,OECD members,,,81.875,77.16666666666667,75.33333333333333,90.625,96.70833333333333,78.29166666666667,,170.375,,26.75,,,,,,,79.54166666666667,101.29166666666667,63.0,68.5,49.541666666666664,55.291666666666664,52.375,55.666666666666664,,,,,,,,,,153.54166666666666,68.875,66.875,73.41666666666667,59.041666666666664,,,62.125,114.70833333333333,10.541666666666666,19.416666666666668,,,,95.0,79.83333333333333,87.95833333333333,58.708333333333336,52.0,55.625,,,,,,,,107.54166666666667,153.75,123.75,125.54166666666667,,,,94.95833333333333,,,,,108.33333333333333,223.29166666666666,67.41666666666667,55.583333333333336
185,Oman,67.58333333333333,,1.0,1.0,1.0,1.0,14.541666666666666,6.083333333333333,,,65.45833333333333,55.083333333333336,76.25,,,,,58.166666666666664,86.83333333333333,77.375,77.70833333333333,81.125,107.41666666666667,91.125,96.5,62.0,95.45833333333333,86.625,96.70833333333333,83.20833333333333,97.83333333333333,110.875,110.83333333333333,112.16666666666667,92.41666666666667,83.875,75.41666666666667,97.29166666666667,166.79166666666666,66.875,,34.5,61.041666666666664,86.625,215.20833333333334,79.75,,,,173.375,205.20833333333334,195.95833333333334,22.625,6.916666666666667,9.208333333333334,,,,,,,,37.541666666666664,36.25,83.70833333333333,55.5,,,,53.041666666666664,,41.625,17.083333333333332,,56.333333333333336,8.25,125.0,59.416666666666664
186,Other small states,,,126.5,143.75,130.45833333333334,176.08333333333334,188.08333333333334,176.58333333333334,,62.958333333333336,,63.875,,,,,,,131.54166666666666,97.625,139.91666666666666,132.54166666666666,117.66666666666667,122.04166666666667,118.45833333333333,118.79166666666667,,,,,,,,,,137.25,64.33333333333333,126.83333333333333,162.08333333333334,,,,156.66666666666666,167.125,105.70833333333333,63.583333333333336,,,,124.20833333333333,137.08333333333334,133.66666666666666,93.54166666666667,75.33333333333333,84.29166666666667,,,,,,,,,195.91666666666666,,148.54166666666666,,,,125.58333333333333,,,,,127.54166666666667,172.45833333333334,129.66666666666666,132.70833333333334
187,Pacific island small states,,,168.83333333333334,176.25,174.70833333333334,186.875,196.5,193.91666666666666,,,,129.70833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,170.66666666666666,,,,173.16666666666666,147.04166666666666,136.0,141.95833333333334,,,,105.875,180.41666666666666,165.75,153.41666666666666,139.54166666666666,148.20833333333334,,,,,,,,,,,109.25,,,,151.79166666666666,,,,,189.54166666666666,85.33333333333333,188.79166666666666,202.45833333333334
188,Pakistan,164.33333333333334,81.0,167.04166666666666,142.75,162.625,167.20833333333334,150.08333333333334,171.33333333333334,78.45833333333333,201.0,57.75,185.70833333333334,116.08333333333333,61.541666666666664,,43.708333333333336,57.375,196.08333333333334,184.20833333333334,186.33333333333334,168.95833333333334,178.33333333333334,181.0,171.91666666666666,177.79166666666666,22.416666666666668,194.375,186.70833333333334,171.66666666666666,185.75,165.29166666666666,176.54166666666666,154.70833333333334,136.29166666666666,153.20833333333334,117.95833333333333,122.58333333333333,40.791666666666664,164.625,126.54166666666667,59.125,174.5,197.54166666666666,222.125,228.5,223.25,2.7916666666666665,77.0,107.33333333333333,230.20833333333334,205.79166666666666,202.75,169.58333333333334,160.08333333333334,161.33333333333334,1.0,3.2916666666666665,2.0416666666666665,97.0,94.70833333333333,95.95833333333333,47.041666666666664,105.91666666666667,47.375,63.125,68.375,53.416666666666664,74.125,63.875,160.75,36.0,81.79166666666667,73.5,19.166666666666668,206.375,83.20833333333333,207.0,208.875
189,Palau,95.83333333333333,,129.70833333333334,183.875,154.66666666666666,77.41666666666667,89.75,74.5,153.91666666666666,80.41666666666667,,,98.70833333333333,43.166666666666664,,,60.166666666666664,24.916666666666668,41.625,51.625,47.75,40.458333333333336,30.666666666666668,42.166666666666664,33.541666666666664,22.416666666666668,10.416666666666666,8.625,123.45833333333333,1.0416666666666667,42.291666666666664,95.41666666666667,150.375,71.29166666666667,143.29166666666666,50.833333333333336,200.91666666666666,91.5,52.416666666666664,81.625,,76.5,68.91666666666667,34.916666666666664,16.041666666666668,42.666666666666664,,,,,,,,,,,,,,,,,11.291666666666666,75.33333333333333,12.833333333333334,38.5,,,,118.20833333333333,,,,,21.375,135.0,84.58333333333333,68.79166666666667
190,Panama,122.29166666666667,42.0,1.0,1.0,1.0,140.375,144.04166666666666,165.16666666666666,119.33333333333333,92.95833333333333,93.08333333333333,67.16666666666667,89.95833333333333,53.708333333333336,,70.625,47.541666666666664,100.16666666666667,96.16666666666667,114.79166666666667,79.625,84.5,70.125,83.95833333333333,76.25,42.916666666666664,89.125,86.95833333333333,88.41666666666667,78.75,80.375,95.0,108.20833333333333,112.29166666666667,119.83333333333333,138.75,162.58333333333334,52.875,142.625,,25.625,58.708333333333336,163.25,133.95833333333334,65.125,65.625,160.5,,65.58333333333333,91.29166666666667,128.33333333333334,118.41666666666667,100.54166666666667,115.20833333333333,108.20833333333333,60.833333333333336,51.083333333333336,49.333333333333336,37.166666666666664,46.916666666666664,48.666666666666664,20.916666666666668,110.79166666666667,97.70833333333333,128.375,137.875,53.375,59.041666666666664,56.625,210.83333333333334,,94.70833333333333,89.08333333333333,,135.41666666666666,150.54166666666666,144.66666666666666,101.45833333333333
191,Papua New Guinea,166.95833333333334,84.95833333333333,201.70833333333334,185.08333333333334,204.25,238.83333333333334,234.16666666666666,250.29166666666666,130.125,133.45833333333334,97.04166666666667,171.91666666666666,80.75,122.0,,109.0,110.0,151.25,170.5,59.916666666666664,190.45833333333334,182.75,159.58333333333334,178.33333333333334,168.58333333333334,,134.875,140.375,140.91666666666666,135.95833333333334,132.29166666666666,121.83333333333333,152.08333333333334,152.125,159.54166666666666,,,,259.4166666666667,,16.25,160.16666666666666,247.20833333333334,216.58333333333334,230.95833333333334,201.58333333333334,141.66666666666666,94.0,148.20833333333334,121.625,142.79166666666666,146.16666666666666,206.625,206.70833333333334,209.04166666666666,,,,,,,,29.666666666666668,20.041666666666668,45.875,31.791666666666668,,,,181.875,35.708333333333336,102.45833333333333,91.29166666666667,26.291666666666668,187.875,15.583333333333334,194.41666666666666,262.2083333333333
192,Paraguay,174.625,92.5,146.125,147.45833333333334,140.125,113.5,114.58333333333333,114.16666666666667,6.333333333333333,6.791666666666667,96.83333333333333,114.79166666666667,93.83333333333333,47.708333333333336,,34.25,43.5,137.0,82.125,56.375,82.08333333333333,80.375,68.33333333333333,76.70833333333333,70.70833333333333,48.541666666666664,107.66666666666667,85.04166666666667,74.33333333333333,101.16666666666667,88.91666666666667,100.04166666666667,100.41666666666667,95.5,106.25,73.125,115.91666666666667,92.875,131.625,107.875,,63.791666666666664,134.58333333333334,137.5,103.875,118.45833333333333,144.20833333333334,43.0,76.66666666666667,39.916666666666664,34.416666666666664,34.25,132.79166666666666,136.08333333333334,135.75,53.291666666666664,57.666666666666664,55.041666666666664,44.708333333333336,40.333333333333336,42.875,44.625,46.25,75.875,91.875,108.45833333333333,83.91666666666667,75.83333333333333,80.375,197.66666666666666,,69.04166666666667,72.91666666666667,,163.54166666666666,119.375,172.70833333333334,122.25
193,Peru,122.33333333333333,65.25,160.79166666666666,130.58333333333334,127.91666666666667,193.66666666666666,162.83333333333334,167.75,91.41666666666667,159.54166666666666,55.875,107.33333333333333,101.75,70.25,,45.166666666666664,73.0,152.79166666666666,85.58333333333333,110.79166666666667,63.708333333333336,72.125,97.66666666666667,73.75,89.625,9.916666666666666,103.125,115.08333333333333,44.916666666666664,94.95833333333333,31.25,41.208333333333336,63.958333333333336,46.125,62.375,87.04166666666667,109.33333333333333,155.54166666666666,167.875,118.58333333333333,,80.33333333333333,168.5,158.25,149.5,123.25,148.66666666666666,50.0,90.41666666666667,54.208333333333336,49.416666666666664,56.458333333333336,154.83333333333334,144.04166666666666,152.29166666666666,36.916666666666664,36.875,56.458333333333336,61.083333333333336,61.125,41.25,64.54166666666667,91.625,38.833333333333336,58.125,66.125,44.666666666666664,39.083333333333336,39.833333333333336,179.08333333333334,7.5,62.291666666666664,61.666666666666664,29.041666666666668,149.45833333333334,157.375,152.875,67.625
194,Philippines,138.33333333333334,27.541666666666668,149.625,164.16666666666666,154.58333333333334,166.0,181.79166666666666,168.95833333333334,27.458333333333332,67.91666666666667,52.666666666666664,144.04166666666666,129.91666666666666,74.75,,44.625,79.875,177.91666666666666,81.625,28.916666666666668,90.04166666666667,84.54166666666667,48.708333333333336,72.5,55.791666666666664,41.416666666666664,182.95833333333334,167.75,109.125,177.75,128.70833333333334,131.79166666666666,78.25,101.04166666666667,100.91666666666667,17.708333333333332,144.25,175.375,153.875,123.20833333333333,,104.875,165.91666666666666,183.66666666666666,192.125,167.95833333333334,104.5,46.0,94.33333333333333,64.75,97.25,88.16666666666667,127.5,123.66666666666667,125.79166666666667,64.75,53.458333333333336,60.083333333333336,33.25,44.541666666666664,37.916666666666664,39.875,126.625,55.416666666666664,85.54166666666667,49.5,75.33333333333333,77.54166666666667,75.75,160.125,21.583333333333332,51.833333333333336,52.291666666666664,19.333333333333332,170.83333333333334,95.375,178.20833333333334,171.54166666666666
